0,7,X
0,8,X
0,10,X
0,11,X
0,12,X
0,13,X
0,15,X
0,16,X
0,22,X
0,24,X
0,25,X
0,26,X
0,29,X
0,34,X
0,36,X
0,37,X
0,38,X
0,39,X
0,41,X
0,42,X
0,43,X
0,45,X
0,46,X
0,47,X
0,49,X
1,2,X
1,3,X
1,4,X
1,5,X
1,13,X
1,16,X
1,17,X
1,18,X
1,19,X
1,20,X
1,22,X
1,26,X
1,27,X
1,29,X
1,30,X
1,31,X
1,32,X
1,34,X
2,5,X
2,6,X
2,7,X
2,8,X
2,9,X
2,10,X
2,11,X
2,13,X
2,14,X
2,20,X
2,22,X
2,24,X
2,27,X
2,29,X
2,34,X
2,36,X
2,37,X
2,38,X
2,39,X
2,41,X
2,42,X
2,43,X
2,44,X
2,45,X
2,47,X
2,48,X
2,49,X
2,50,X
3,1,X
3,2,X
3,3,X
3,5,X
3,9,X
3,11,X
3,14,X
3,15,X
3,16,X
3,17,X
3,18,X
3,20,X
3,22,X
3,25,X
3,27,X
3,29,X
3,32,X
3,33,X
3,34,X
3,36,X
3,38,X
3,41,X
4,5,X
4,7,X
4,9,X
4,11,X
4,12,X
4,18,X
4,20,X
4,22,X
4,23,X
4,25,X
4,29,X
4,31,X
4,32,X
4,40,X
4,43,X
4,44,X
4,45,X
4,46,X
4,47,X
4,48,X
4,50,X
5,1,X
5,3,X
5,4,X
5,5,X
5,7,X
5,9,X
5,13,X
5,15,X
5,16,X
5,17,X
5,18,X
5,20,X
5,23,X
5,25,X
5,27,X
5,34,X
5,36,X
5,37,X
5,38,X
5,42,X
5,47,X
5,48,X
5,50,X
6,1,X
6,7,X
6,8,X
6,9,X
6,10,X
6,11,X
6,13,X
6,17,X
6,18,X
6,21,X
6,23,X
6,25,X
6,27,X
6,28,X
6,29,X
6,31,X
6,32,X
6,33,X
6,34,X
6,36,X
6,38,X
6,40,X
6,42,X
6,44,X
6,45,X
6,50,X
7,1,X
7,3,X
7,4,X
7,6,X
7,7,X
7,11,X
7,13,X
7,14,X
7,15,X
7,18,X
7,25,X
7,34,X
7,36,X
7,42,X
7,45,X
7,47,X
7,48,X
7,49,X
7,50,X
8,2,X
8,4,X
8,9,X
8,11,X
8,15,X
8,18,X
8,19,X
8,21,X
8,22,X
8,23,X
8,25,X
8,26,X
8,27,X
8,29,X
8,30,X
8,31,X
8,32,X
8,34,X
8,36,X
8,38,X
8,39,X
8,40,X
8,41,X
8,42,X
8,43,X
8,44,X
8,45,X
9,1,X
9,4,X
9,5,X
9,6,X
9,7,X
9,9,X
9,11,X
9,12,X
9,13,X
9,15,X
9,23,X
9,27,X
9,29,X
9,30,X
9,34,X
9,47,X
9,48,X
9,50,X
10,1,X
10,5,X
10,7,X
10,9,X
10,11,X
10,13,X
10,15,X
10,17,X
10,18,X
10,19,X
10,20,X
10,21,X
10,23,X
10,24,X
10,25,X
10,27,X
10,29,X
10,32,X
10,33,X
10,34,X
10,35,X
10,36,X
10,37,X
10,39,X
10,40,X
10,41,X
10,42,X
10,44,X
10,46,X
10,50,X
11,1,X
11,2,X
11,3,X
11,5,X
11,7,X
11,9,X
11,10,X
11,11,X
11,15,X
11,16,X
11,17,X
11,21,X
11,27,X
11,30,X
11,37,X
11,44,X
11,46,X
11,47,X
11,48,X
11,49,X
11,50,X
12,3,X
12,5,X
12,7,X
12,11,X
12,19,X
12,21,X
12,22,X
12,23,X
12,24,X
12,25,X
12,26,X
12,27,X
12,28,X
12,30,X
12,31,X
12,32,X
12,33,X
12,34,X
12,35,X
12,37,X
12,39,X
12,40,X
12,41,X
12,42,X
12,44,X
12,46,X
13,1,X
13,3,X
13,5,X
13,7,X
13,8,X
13,9,X
13,11,X
13,12,X
13,13,X
13,14,X
13,15,X
13,16,X
13,17,X
13,18,X
13,19,X
13,28,X
13,30,X
13,33,X
13,34,X
13,37,X
13,42,X
13,44,X
13,48,X
13,50,X
14,1,X
14,9,X
14,11,X
14,12,X
14,13,X
14,18,X
14,22,X
14,23,X
14,24,X
14,25,X
14,26,X
14,28,X
14,30,X
14,31,X
14,33,X
14,36,X
14,37,X
14,38,X
14,39,X
14,40,X
14,42,X
14,44,X
14,45,X
14,46,X
14,48,X
14,50,X
15,1,X
15,3,X
15,5,X
15,6,X
15,7,X
15,9,X
15,13,X
15,14,X
15,16,X
15,18,X
15,19,X
15,22,X
15,28,X
15,33,X
15,34,X
15,35,X
15,42,X
15,47,X
15,48,X
15,50,X
16,7,X
16,9,X
16,11,X
16,13,X
16,14,X
16,16,X
16,18,X
16,19,X
16,20,X
16,21,X
16,22,X
16,24,X
16,25,X
16,26,X
16,27,X
16,28,X
16,29,X
16,30,X
16,31,X
16,33,X
16,37,X
16,39,X
16,40,X
16,42,X
16,44,X
16,45,X
16,50,X
17,1,X
17,2,X
17,3,X
17,4,X
17,7,X
17,11,X
17,16,X
17,22,X
17,30,X
17,33,X
17,35,X
17,36,X
17,37,X
17,39,X
17,42,X
17,45,X
17,46,X
17,47,X
17,48,X
17,49,X
17,50,X
18,7,X
18,8,X
18,9,X
18,10,X
18,11,X
18,13,X
18,14,X
18,15,X
18,16,X
18,18,X
18,19,X
18,20,X
18,21,X
18,22,X
18,23,X
18,24,X
18,26,X
18,27,X
18,28,X
18,30,X
18,32,X
18,33,X
18,37,X
18,39,X
18,40,X
18,41,X
18,42,X
18,43,X
18,46,X
18,50,X
19,1,X
19,2,X
19,4,X
19,5,X
19,7,X
19,11,X
19,13,X
19,16,X
19,24,X
19,26,X
19,28,X
19,30,X
19,33,X
19,34,X
19,35,X
19,37,X
19,40,X
19,43,X
19,44,X
19,46,X
19,48,X
20,5,X
20,6,X
20,9,X
20,11,X
20,16,X
20,18,X
20,19,X
20,20,X
20,21,X
20,23,X
20,24,X
20,26,X
20,28,X
20,30,X
20,31,X
20,33,X
20,34,V
20,37,X
20,39,X
20,40,X
20,41,X
20,43,X
20,48,X
20,50,X
21,1,X
21,2,X
21,3,X
21,5,X
21,8,X
21,11,X
21,13,X
21,15,X
21,21,X
21,22,X
21,26,X
21,28,X
21,30,X
21,33,X
21,34,X
21,35,X
21,36,X
21,37,X
21,39,X
21,41,X
21,43,X
21,45,X
21,46,X
21,47,X
21,48,X
21,50,X
22,1,X
22,7,X
22,10,X
22,11,X
22,13,X
22,15,X
22,16,X
22,17,X
22,19,X
22,21,X
22,24,X
22,26,X
22,28,X
22,30,X
22,32,X
22,33,X
22,34,X
22,41,X
22,43,X
22,50,X
23,1,X
23,2,X
23,3,X
23,4,X
23,5,X
23,7,X
23,9,X
23,11,X
23,13,X
23,17,X
23,19,X
23,24,X
23,26,X
23,28,X
23,30,X
23,31,X
23,32,X
23,33,X
23,34,X
23,35,X
23,37,X
23,38,X
23,39,X
23,40,X
23,41,X
23,43,X
23,45,X
23,47,X
23,48,X
23,49,X
23,50,X
24,1,X
24,5,X
24,11,X
24,13,X
24,14,X
24,15,X
24,19,X
24,21,X
24,24,X
24,26,X
24,28,X
24,35,X
24,41,X
24,43,X
24,45,X
24,50,X
25,3,X
25,5,X
25,6,X
25,8,X
25,9,X
25,16,X
25,17,X
25,18,X
25,19,X
25,21,X
25,23,X
25,24,X
25,26,X
25,28,X
25,29,X
25,30,X
25,31,X
25,32,X
25,34,X
25,35,X
25,36,X
25,37,X
25,38,X
25,39,X
25,41,X
25,45,X
25,46,X
25,47,X
25,48,X
25,50,X
26,1,X
26,3,X
26,6,X
26,9,X
26,11,X
26,12,X
26,13,X
26,14,X
26,21,X
26,24,X
26,26,X
26,30,X
26,32,X
26,41,X
26,42,X
26,43,X
27,1,X
27,3,X
27,4,X
27,6,X
27,8,X
27,9,X
27,13,X
27,14,X
27,16,X
27,17,X
27,18,X
27,19,X
27,21,X
27,22,X
27,23,X
27,24,X
27,26,X
27,28,X
27,30,X
27,32,X
27,33,X
27,34,X
27,35,X
27,36,X
27,37,X
27,38,X
27,39,X
27,40,X
27,42,X
27,45,X
27,46,X
27,47,X
27,48,X
27,50,X
28,1,X
28,4,X
28,6,X
28,11,X
28,18,X
28,44,X
28,50,X
29,1,X
29,2,X
29,3,X
29,4,X
29,8,X
29,9,X
29,10,X
29,11,X
29,13,X
29,14,X
29,15,X
29,17,X
29,18,X
29,19,X
29,21,X
29,22,X
29,23,X
29,25,X
29,26,X
29,28,X
29,29,X
29,30,X
29,32,X
29,33,X
29,34,X
29,35,X
29,37,X
29,38,X
29,39,X
29,41,X
29,42,X
29,43,X
29,44,X
29,45,X
29,46,X
29,47,X
29,48,X
29,49,X
29,50,X
